"projectID","name","shortName","shortDescription","description","group","primaryUser"
419,"New England Monarch Migration","NE Monarchs","Study of Monarch migration patterns in New England","This project investigates phenology, travel speeds, and migration routes of Monarchs through New England","1","16690"
420,"Manitoba little brown bats","Manitoba Bats","Assessing the movements and habitat use of little brown bats.","We will be tagging ~40 little brown bats in August 2021 and May 2022 and setting up two Motus towers near hibernacula in Manitoba. Our objective is to examine the movements, home ranges, and habitat preferences of little brown bats during these time period","1","25044"
421,"Peace Region Collaborative Array","PeaceBCArray","An array of Motus stations designed to support research on bats and birds in the Peace Region in northeastern British Columbia, Canada.","An array of Motus stations designed to support research on bats and birds in the Peace Region in northeastern British Columbia, Canada. A collaborative project between Birds Canada, BC Ministry of Forests, Lands, Natural Resource Operations and Rural Devel","9","20096"
422,"MA Offshore Weather Buoys","MA Offshore Buoys","Weather/Oceanography buoys deployed south of MA","Weather/Oceanography buoys deployed south of MA","1","24488"
423,"Thick-billed Longspur migration","TBLO migration","Tagging birds on breeding grounds in the NGP.","NULL","2","19932"
424,"PUMA-Manitoba-2021","PUMA21","Tagging and tracking of Purple Martins in Manitoba during the breeding season.","Adult and juvenile purple martins will be fitted with Motus tags as part of 2 separate projects during this summer. The adults will be tagged to discover the night time communal roosting activity during breeding season. The juveniles will be tagged to lear","1","2578"
425,"MOTUS FUNDAECO GUATEMALA","MOTUS_FUNDAECO_GT","Series of MOTUS stations managed by FUNDAECO in Guatemala","Series of MOTUS stations managed by FUNDAECO in Guatemala, intended to evaluate migratory bird movements within and beyond the country.","1","25260"
426,"Klamath Bird Observatory","KBO","Various avian projects in southwestern Oregon - currently focused on Oregon Vesper Sparrow and Lewis's Woodpecker","Various avian projects in southwestern Oregon - currently focused on Oregon Vesper Sparrow and Lewis's Woodpecker","1","25138"
427,"Hanging Rock","HRRO","Data collection at Hanging Rock Raptor Observatory.","Motus data collection at Hanging Rock Raptor Observatory (HRRO) as part of a collaboration between HRRO volunteers, USFS, and DNR.","1","25316"
428,"Motus Towers at Mono Lake","Mono Motus","Multi-year project to detect phalaropes and other birds at Mono Lake. Motus array consists of three towers to detect around Mono Lake.","Promoting Motus tagging along the Pacific Flyway","1","25281"
430,"Intermountain West Collaborative - IBO","IWC- IBO","Intermountain Bird Observatory research tags, as part of the broader Intermountain West Collaboration Motus Project.","Intermountain Bird Observatory research tags, as part of the broader Intermountain West Collaboration Motus Project. PI contact: Jay Carlisle, IBO Research Director, Boise State University.","1","25398"
431,"Juvenile Red Knot Tracking in the Southeast US","REKN Juveniles in SE","This project aims to understand the movements of juvenile red knots in the southeast US to identify threats they may face.","Collaborative research project to identify the distribution of juvenile Red Knot, movement patterns during this life stage, important sites and habitats, and the threats they face in order to develop appropriate site-specific management actions to further ","1","25777"
432,"Save the Cave: Protecting Bats in Bruce Peninsula National Park","BPNP Save the Cave","NULL","The objective of this project is to answer remaining questions regarding bat hibernacula, bat populations, and White Nose Syndrome (WNS) in BPNP. This project will help gain critical information that will fulfill multi-species action plan objectives for th","1","25607"
433,"Tagging and monitoring migratory animals across the Curonian Spit (Rybachy, Russia)","RYB","NULL","NULL","1","25941"
434,"Tracking movement of Northern Saw-whet Owls in Coastal BC","BC NSWO MOTUS","Pilot project to assess movement behaviour of Northern Saw-whet Owls in coastal areas of British Columbia using MOTUS","The Northern Saw-whet Owl is a small nocturnal owl found in portions of southern Canada and northern USA. The species is partly migratory throughout its range, with large numbers of owls getting captured and banded at monitoring stations each fall, includi","1","25928"
435,"SLZ Receivers","SLZ Receivers","Receiver deployment at 2 SLZ sites","NULL","1","25865"
436,"Red del Sistema de Seguimiento de Vida Silvestre MOTUS en Venezuela","Motus Venezuela","La “Red del Sistema de Seguimiento de Vida Silvestre MOTUS en Venezuela” proporcionará información vital a los científicos, políticos y ciudadanos.","Inicialmente trabajaremos con aves, pero la tecnología permite interactuar con otros grupos de fauna y flora, lo cual nos permitirá identificar y trabajar a macro escala. Este esfuerzo involucra entre otros al Comité de Marcaje y Seguimiento de Aves (MASAV","1","19683"
437,"Bumble bee queen movement with environmental stressors","bumble bee movement","Assessing how different environmental stressors influence bumble bee queen movement","NULL","NULL","26018"
438,"TRACKBIRD - Songbird autumn migration 2021","TRB aut 2021","Tracking songbird movements across the German Bight","NULL","1","2340"
439,"Motus Polska","Motus Polska","We aim to install MOTUS towers in Poland to increase the detections in the flyway of tagged species from the NE <--> SW.","NULL","1","553"
440,"Beaverhill Lake Monitoring ","BBO","A MOTUS station on an 80' tower on the south shore of Beaverhill Lake, Alberta","A MOTUS station on an 80' tower on the south shore of Beaverhill Lake, Alberta","1","26274"
441,"Cerulean Warbler Stopover- duration, habitat selection and home range.","CERW Stopover","Studying the stopover duration of Cerulean Warblers (Setophaga cerulea) in Costa Rica, as well as habitat selection and home range.","Las Brisas Nature Reserve on the north-eastern slopes of Volcán Turrialba, Siquirres, Limón, Costa Rica, has been identified as an important stopover site for a number of Neotropical migrants, one of the most noteworthy being the Cerulean Warbler (Setophag","2","24398"
442,"Test Project 2","Test Project 2","This is only a test....again","This is only a test....again","1","19296"
443,"Nashville Zoo at Grassmere","Nashville Zoo","General Listening Station","General Listening Station","1","19185"
444,"Bats in Mount Rainier Nation Park","mountRainierBats","NULL","NULL","NULL","547"
445,"Iowa DNR Motus Network","IA DNR","Motus projects managed by the Iowa Department of Natural Resources","Permanent Motus receiver stations installed and managed by the Iowa Department of Natural Resources and its partners. Starting in September 2021. ","2","26500"
446,"California Department of Fish and Wildlife Motus","CDFW Motus","Network of Motus stations installed by the California Department of Fish and Wildlife to support multiple species tracking projects.","NULL","1","24447"
448,"South-West England Motus Project","MotusSW","Bat and bird monitoring in south-west England","Monitoring of rare bats and other species, with a focus of understanding use of the landscape. We also monitor the migration of bats to and from England.","1","26559"
449,"UPDE Bats - Wildcat","UPDE Bats - Wildcat","Seasonal movement of little brown bats in the Upper Delaware River corridor","Tracking seasonal movement of little brown bats from the Upper Delaware River corridor","1","24830"
450,"Intermountain West Collaborative - Sharp-tailed Grouse Project","IWC - STGR","Intermountain West Collaborative is hosting the Sharp-tailed Grouse Motus project","NULL","1","26610"
451,"Monarch Migratory Pathways Through Southern Ontario 2021","Monarch S.ON 2021","NULL","NanoPin tags deployed on Monarchs at 4 locations in Southern Ontario to observe migratory pathways.","1","259"
452,"Western Upper Peninsula Migration Project ","UP Migration","Combining multiple sources of data to understand the migratory ecology of birds in Michigan's Upper Peninsula.","Combining multiple sources of data to measure (1) migratory pathways, (2) stopover habitat use and selection, and (3) patterns of residency among multiple bird species in Michigan's Upper Peninsula.","1","26755"
453,"SNU Daecheongdo Autumn 2021","SNUDA 2021","Stopover and Migratory behaviour of songbirds on Daecheongdo","Stopover and Migratory behaviour of songbirds on Daecheongdo","1","24983"
454,"Caesar Creek Banding Station Motus Saw-Whet Owl migration and habitat use","CCKL Saw-Whet Owl","To use Motus technology to better understand the use of habitat at Caesar Creek Lake by migrating and winter resident saw-whet owls.  ","To use Motus technology to better understand both the local use of habitat at Caesar Creek Lake and similar sites in the midwest by migration and winter resident saw-whet owls.   To contribute to the tracking and data collection about the continental movem","1","26949"
455,"OTS-OSW BUOYS","OTS WIND","CTT SensorStation Nanotag Tracking","Offshore wind development study","1","26974"
456,"Balickera Bats","Balick","Radio tracking microbats during exclusion from a roost","A large multi species bat roost within a tunnel requires remediation work. We are radio tagging 40 bats prior to excluding them from the tunnel and will be tracking them over 20-30 days. We will be using a range of tracking methods including manual / hand ","1","27036"
457,"Birds migrating in a changing world: movements, regulatory mechanisms and conservation","ROUTES","Combine radio-tracking and gene expression profiles to predict the adaptive capacity of wild migratory birds.","1. Investigate landscape-scale movements, stopover duration and departure behaviour of selected species of birds. To this aim we will deploy encoded radio-transmitters on birds during both spring and autumn migration and analyze radio-tracking data.[BR]2. As","1","26721"
458,"California-Shorebird Migration and Drought Study","CA-Shorebirds","Migration behavior and physiological response of shorebirds in California to drought and habitat availability","This study will quantify the overwintering movements of shorebirds (Dunlin, Long-billed Dowitchers, and Least Sandpipers) and subsequent migration behavior in response to habitat availability in the Central Valley of California relative to potential use of","1","27170"
459,"Big Marsh FCEC","Big Marsh","Tracking station installed 10/18/21 on roof of FCEC in Big Marsh Park.","Station installed 10/18/21 on roof of Chicago Park District''s Ford-Calumet Environmental Center (FCEC) in Big Marsh Park. 4 VHF, 4 UHF antennas. Initial purpose is for tracking only. Eventually plan to create marsh bird tracking project(s).","NULL","27269"
460,"Sensorgnome software development","sgdev","Tracking of test tags for the sensorgnome software development","NULL","1","27319"
461,"McConnell AFB Bird Monitoring","MAFB Birds","Investigating birds present in MAFB flight action area and greater Wichita, KS.","Long-term monitoring of tagged birds within the MAFB flight action area to inform flight scheduling and provide INRMP programming deliverables. Future work to include tagging species of interest relating to the mission.","1","24678"
462,"San Francisco Bay National Estuarine Research Reserve- Rush Ranch Tower","Rush Ranch Tower","Located at Rush Ranch Open Space Preserve, owned by the Solano Land Trust. ","Located at Rush Ranch Open Space Preserve, owned by the Solano Land Trust and partnered with the San Francisco Bay National Estuarine Research Reserve. ","1","27369"
463,"Jamaica Long-Term Research - Font Hill Nature Preserve ","Jamaica_Research","Long-term Research investigating the connection between nonbreeding conditions, spring departure timing, and migration.","Long-term Research investigating the connection between nonbreeding conditions, spring departure timing, and migration.","1","205"
464,"Migratory connectivity of Cuban wintering Neotrops","Cuban songbirds","30 Motus tags will be deployed on various species of songbirds wintering near Havana, Cuba in January-February 2022.","As part of a larger migratory connectivity project involving the use of stable isotope markers, we will establish a pilot project on deploying 30 tags (NTQB2-5-1)with a 21 second burst rate. Species have yet to be decided. The work will take place at the H","1","27521"
465,"GPCD National Park Service Motus","GPCD NPS Motus","Motus stations placed at NPS properties across the GPCD region.","Dual mode Motus stations placed at key National Park Service properties across the Great Plains and Chihuahuan Desert, to fill gaps in Motus Wildlife Tracking System coverage in grassland habitats.","1","518"
466,"Swallow connectivity - Latin America to North America","Swallows - Latin Ame","Tag deployment on swallows in Latin America to understand connectivity to breeding grounds in North America.","NULL","3","17302"
467,"Pacific Northwest National Wildlife Refuge Complex","Pacific NWR Complex","Pacific Northwest National Wildlife Refuge Complex Motus Project","NULL","1","6684"
468,"California Brown Pelican Roost Attendance Patterns","Pelican RAP","Exploring brown pelican communal roost attendance patterns; individual variation, migratory connectivity and effects of environmental conditions     ","NULL","1","26287"
469,"Bank Swallow migratory connectivity","BANSconnectivity","NULL","The goal is to determine the spatial and temporal connectivity of Bank Swallow populations across Canada.","3","3900"
470,"Kerr WMA","Kerr","NULL","Motus station operated at the Kerr Wildlife Management Area in central Texas","1","27834"
471,"Fox Forest WMA","FoxForest","A Motus tower at the highest elevation point on Fox Forest near the High Knob recreation trail.","A Motus tower at the highest elevation point on Fox Forest near the High Knob recreation trail. The tower was placed to create educational outreach opportunities for the public.","1","25316"
472,"Isle of Man Motus Group","Manx Motus","Motus receiving stations on the Isle of Man","Motus receiving stations on the Isle of Man","1","28133"
473,"Riverbanks Zoo and Garden","Riverbanks Zoo","Monitoring and collecting migration data in the SE region","Monitoring and collecting migration data in the SE region","1","12284"
474,"Shorebirds South America","ShorebirdsSAmerica","Shorebirds movement monitoring","Shorebirds movement monitoring","NULL","233"
475,"Nastase – Henslow's Sparrows","NC Henslows","Evaluating Henslow's Sparrow habitat use in North Carolina","Henslow’s Sparrow populations have shown significant long-term declines throughout their range credited to severe habitat loss and degradation and fire suppression. In North Carolina, the species is considered of conservation priority by the North Carolina","1","28413"
476,"Audubon Center at Riverlands Motus","ACR","Tower on the Riverlands Migratory Bird Sanctuary is to assist in data collection of tagged migratory birds along the Mississippi River.","Motus tower installed at the Audubon Center at Riverlands located on the Riverlands Migratory Bird Sanctuary in West Alton, MO. Tower was made possible through the Missouri Department of Conservation (MDC) and a USFW Competitive State Wildlife Grant as wel","1","28328"
477,"Detecting nanotags using fixed-wing aircraft: a pilot study","Aircraft Detection","Estimating detection probability of nanotags from fixed-wing aircraft flying at varying heights and at varying distance","Nanotags will be placed on the ground at known locations. Aircraft will fly transects at varying heights and distances from these known locations, thus we will know exact distances to tags, and a detection-distance function can be estimated. In addition, t","1","28483"
478,"Urban Bird Project","UBP","Evaluate the effects of backyard bird feeding on the ecology of common backyard birds","To evaluate the effects of backyard bird feeding on the space use and  abundance of birds, and species richness of birds in urban areas in San Antonio","1","28566"
479,"Great South Coast Sanderling Track","Sanderling Tracking","NULL","NULL","1","28573"
480,"Example Project","Example","This is a test project","Please provide details about your project, this can be edited in the future as your project evolves. ","NULL","28850"
481,"SF East Bay Receiver Development & Deployment","SF East Bay Dev","Deploying and testing receiver hardware in the SF Bay Area","Deploying and testing receiver hardware in the San Francisco Bay Area, predominately in the East Bay. Not deploying tags or directly affiliated with a research program, but supporting the MOTUS research effort by deploying receiving hardware. Open to input","1","28685"
482,"Post-fledging ecology of Kent Island Savannah Sparrows","KISAVS","Tracking survival and movement patterns of fledgling Savannah Sparrows on Kent Island, NB","Tracking survival and movement patterns of fledgling Savannah Sparrows on Kent Island, NB","1","29080"
483,"Grand Forks Airfields","GF Airfield","Bird strike risk with aircraft","Evaluating bird movements in Grand Forks county around airfields to understand bird strike risk with aircraft. ","1","26397"
484,"Urban Ecology of Birds in the Lower mainland of BC","BC urban birds","Movement, migration and habitat use of urban breeding birds and migrants in the lower mainland of BC. ","Movement, migration and habitat use of urban breeding birds and migrants in the lower mainland of BC. ","3","21914"
485,"Lewis's Woodpecker Migratory Connectivity in BC's Southern Interior","LEWO BC","Habitat use and migratory connectivity of LEWO in Southern BC","NULL","1","29367"
486,"Southeast Idaho Motus ","SEICMotus","Motus tag deployment within the Southeast Idaho National Wildlife Refuge Complex","This project will encompass Motus tag deployment within the Southeast Idaho National Wildlife Refuge Complex.  Initial deployments will focus on three bat species (little brown, silver-haired, and hoary) as well as Western and Clark's grebes.  Future deplo","2","29396"
487,"Lethbridge College Wildlife Tracking","Wildlife Tracking","General wildlife tracking for data collection","Lethbridge College initial Motus system setup for wildlife tracking and data collection","1","24667"
488,"Dakota Zoo Sensor Station","Dakota Zoo","Dakota Zoo MOTUS Station in partnership with AZA Songbird SAFE.","Dakota Zoo MOTUS Station in partnership with AZA Songbird SAFE.","1","29523"
489,"Bobolink movement after hay harvest","Bobolinks","We seek to determine where Bobolinks go once their nest has been destroyed.","We seek to determine where Bobolinks go once their nest has been destroyed.  Do they do the economical thing and start migrating?  Do the males float around looking for EPCs?  What effect does this have on point count estimates for abundance?","1","18492"
490,"American Woodcock Courtship ","OU AMWO","American Woodcock Courtship ","NULL","1","29535"
491,"MF Study","MF Study","Localized bird study","Localized bird study","NULL","27817"
492,"LIFE Ricoti Connect","LIFERIC","NULL","NULL","NULL","29547"
493,"NC Coastal Reserve & National Estuarine Research Reserve ","NCNERR","Tracking infrastructure at NC Coastal Reserve sites","Motus towers, transmitter nodes, and tags associated with research projects taking place on one of the ten sites of the NC Coastal Reserve","1","29551"
494,"Apalachicola National Estuarine Research Reserve","Apalachicola","NULL","NULL","1","29588"
495,"Bald Head Island Conservancy Motus ","BHIMotus","Motus tower at the Bald Head Island Conservancy ","Motus tower placed at the Bald Head Island Conservancy ","1","25320"
496,"Taylor- Regional","TaylorReg","Tracking movements of bird species in New Brunswick and Nova Scotia for regional wind farm study.","NULL","NULL","25477"
497,"White-throated Sparrow migration","WTSP","tracking the migration corridors and wintering locations of western-breeding white-throated sparrows in central and north-eastern British Columbia","NULL","NULL","29603"
498,"bat taggging","bat tagging","NULL","NULL","NULL","611"
499,"South Bay Motus","SFBBO","tracking stations around the south San Francisco Bay area","tracking stations around the south San Francisco Bay area","1","29612"
500,"Kansas motus","kansasmotus","Understanding local movements of grassland-depend birds in Eastern KS. ","Building upon Great Plains/Chihuahuan desert tower installations in Kansas, we aim to initially expand the tower infrastructure in the eastern third of Kansas (centered on the Flint Hills ecoregion), and then subsequently, increase the statewide coverage. ","NULL","26592"
501,"Shawanaga First Nation Bat Maternity Roost Tracking 2022","SFNCondo2022","Tracking Little Brown Myotis in relationship to new bat condo","We will be tracking Little Brown Myotis from a known maternity roost over 3 time periods throughout the 2022 active season. A bat condo has been installed in close proximity to the maternity roost and we are hoping to see movement between roosts. Hand trac","1","29660"
502,"Understanding American Robin migration","AMRO-migration","Research investigating the local and migratory movements of American Robins breeding in Nova Scotia-New Brunswick.","Research investigating the local and migratory movements of American Robins breeding in Nova Scotia-New Brunswick.","1","29665"
503,"Cape Fear Audubon Motus Tower","CFA Motus","Motus tower on Lea-Hutaff Island ","Motus tower funded by the Cape Fear Audubon on Lea-Hutaff Island in Southeastern NC","1","22090"
504,"NE Motus Collaboration Bobolink Project","NEMC BOBO","NULL","NULL","1","260"
505,"NE Motus Collaboration Eastern Towhee Project","NEMC EATO","NULL","NULL","1","260"
506,"Great Lakes Piping Plover","Piping Plover - GL","Research and conservation of Great Lakes Piping Plover.","Research and conservation of Great Lakes Piping Plover.","9","2"
507,"Silvio O Conte Refuge","SOC","NULL","NULL","1","29675"
508,"Isthmus Tehuantepec-Veracruz VRR colaboration","Isthmus-Veracruz","Isthmus of Tehuantepec and Veracruz project. ","Pronatura Sur and Pronatura Veracruz are located in the main migratory corridor in Southern Mexico. This Isthmus of Tehuantepec and Veracruz Motus Project is an international collaboration between Pronatura Sur, Pronatura Veracruz (Veracruz River of Raptor","1","29700"
509,"Caribbean Motus Collaboration","CMC","Expanding the Motus network in the insular Caribbean region","The Caribbean Motus Collaboration, facilitated by BirdsCaribbean, is an effort to expand the Motus network in the insular Caribbean. [BR][BR]bit.ly/Caribbean-Motus-Collaboration[BR]","NULL","29689"
510,"Berry College","Berry College","Investigating migratory behavior and stopover ecology of birds in Northwest Georgia.","Investigating migratory behavior and stopover ecology of birds in Northwest Georgia.","1","29701"
511,"MP Personal Motus ","MP","A portable sensorgnome with a home base near Sylvan Lake, Alberta.","NULL","1","29713"
512,"White-faced plover at Paisha island, China","WFP China","Tracking the local movement of breeding white-faced plover Charadrius dealbatus.","NULL","1","29721"
513,"Bahía Samborombon","Bahía Samborombon","Movement and space-use during the non-breeding season and migration of terns and shorebirds","Movement and space-use during the non-breeding season and migration of terns and shorebirds","1","29654"
514,"Piping Plovers - VA","VA PIPL","Piping Plovers tagged at nesting areas in VA with goal of tracking fall migratory departure flights","Piping Plovers tagged at nesting areas in VA with goal of tracking fall migratory departure flights","2","230"
515,"Georgia Tech Bird Tower","GatechTower","The station aims to determine what birds that are migrating over the Atlanta area.","The station aims to determine what birds that are migrating over the Atlanta area.","1","29604"
516,"White Tailed Tropicbird Nesting Study","Bermuda","Study to determine site fidelity, gender roles and foraging strategy amongst a small breeding population of white tailed tropicbirds. ","Radio telemetry tags will be used to determine if a small population of white tailed tropicbirds on Rabbit Island in Bermuda choose the same nest site every season and what roles the breeding pair undertake during egg incubation and chick rearing. These ta","1","24670"
517,"AltusAFB","AAFB","Altus AFB BASH program","NULL","1","29784"
518,"Pipestem Resort State Park Lookout Tower","Pipestem","Data collection at Pipestem's Bolar Lookout Tower.","Motus data collection at Pipestem Resort State Park's Lookout Tower as part of a collaboration between WVDNR State Parks and Wildlife Diversity Program.","1","25316"
519,"Urban Grassland Bird Study","UGBS","Tracking grassland birds breeding/wintering in urban areas in the New York City region.","NULL","1","29818"
520,"National Audubon Society ","NAS","Motus stations installed across the National Audubon Society network.","Motus stations installed across the National Audubon Society network.","1","20481"
521,"American Kestrel Massachusetts","Kestrel - MA","Annual movements of the American Kestrel","Part of Northeast Motus Collaborative (C-SWG) grant. Andrew Vitz (Mass Division Fisheries and Wildlife) and Mass Audubon principal investigators.","NULL","29820"
522,"CWS Pacific National Wildlife Areas Motus Array","CWSPacNWA","Motus stations set up on or near National Wildlife Areas and Migratory Bird Sanctuaries managed by the Canadian Wildlife Service in Pacific Region.","Motus stations set up on or near National Wildlife Areas and Migratory Bird Sanctuaries managed by the Canadian Wildlife Service in Pacific Region.","1","29907"
523,"Ohio Division of Wildlife Motus","ODWMotus","Ohio Division of Wildlife sponsored Motus towers and projects","This project will initiate with the deployment of 6 Motus receiver stations at locations throughout central Ohio to begin establishing an East-West digital fence across the middle of the state. Hopefully future projects will include tag deployment on speci","NULL","29923"
524,"Lethbridge College AMRO Project","LCAMROP","Investigating the migration dynamics of American robins breeding in southern Alberta","Project seeks to contribute information to the many unknowns related to AMRO migration behaviors. [BR]•	Migration routes[BR]•	Migratory connectivity[BR]•	Migration distances[BR]•	Timing of migration (spring and fall)[BR]•	Level of site fidelity (breeding and overwin","1","24667"
525,"Breeding and migration ecology of Chuck-wills-widows","Chuck","Breeding and migration ecology of Chuck-wills-widows","Deployment of 2g CTT powertags on breeding chuck-wills-widows in Georgia to study space use, migration phenology, and migration","1","24870[BR][BR](501 rows affected)[BR][BR][BR]Completion time: 2022-05-21T10:58:52.9506702-03:00[BR]"
